"Pathway","KO","protein_id","gene","product","Description"
"map01110","K00242","WP_010902949.1","QSJ49_RS06655","succinate dehydrogenase hydrophobic membrane anchor subunit","Biosynthesis of secondary metabolites"
"map01110","K00611","WP_010904159.1","QSJ49_RS11630","ornithine carbamoyltransferase","Biosynthesis of secondary metabolites"
"map01110","K00088","WP_012289261.1","QSJ49_RS05400","IMP dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K00812","WP_205251525.1","QSJ49_RS03440","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","Biosynthesis of secondary metabolites"
"map01110","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Biosynthesis of secondary metabolites"
"map01110","K01658","WP_205250899.1","QSJ49_RS07990","anthranilate synthase component II","Biosynthesis of secondary metabolites"
"map01110","K01079","WP_235157065.1","QSJ49_RS00660","phosphoserine phosphatase SerB","Biosynthesis of secondary metabolites"
"map01110","K01007","WP_205251441.1","QSJ49_RS02785","pyruvate-2C water dikinase","Biosynthesis of secondary metabolites"
"map01110","K03787","WP_338416919.1","QSJ49_RS06400","5'/3'-nucleotidase SurE","Biosynthesis of secondary metabolites"
"map01110","K00077","WP_010902504.1","QSJ49_RS04355","2-dehydropantoate 2-reductase","Biosynthesis of secondary metabolites"
"map01110","K11645","WP_010902472.1","QSJ49_RS04185","class I fructose-bisphosphate aldolase","Biosynthesis of secondary metabolites"
"map01110","K00869","WP_010902824.1","QSJ49_RS06000","mevalonate kinase","Biosynthesis of secondary metabolites"
"map01110","K03841","WP_205251605.1","QSJ49_RS04190","class 1 fructose-1-2C6-bisphosphatase","Biosynthesis of secondary metabolites"
"map01110","K00058","WP_205251346.1","QSJ49_RS01920","C-terminal binding protein","Biosynthesis of secondary metabolites"
"map01110","K22223","WP_205251615.1","QSJ49_RS04310","phosphoglycolate phosphatase","Biosynthesis of secondary metabolites"
"map01110","K17830","WP_205251505.1","QSJ49_RS03300","digeranylgeranylglycerophospholipid reductase","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_205251541.1","QSJ49_RS03600","threonine synthase","Biosynthesis of secondary metabolites"
"map01110","K01895","WP_205251514.1","QSJ49_RS03370","AMP-binding protein","Biosynthesis of secondary metabolites"
"map01110","K18118","WP_205251177.1","QSJ49_RS00090","acetyl-CoA hydrolase/transferase family protein","Biosynthesis of secondary metabolites"
"map01110","K01609","WP_205251432.1","QSJ49_RS02685","indole-3-glycerol phosphate synthase","Biosynthesis of secondary metabolites"
"map01110","K00252","WP_012289518.1","QSJ49_RS00955","acyl-CoA dehydrogenase family protein","Biosynthesis of secondary metabolites"
"map01110","K00872","WP_235157615.1","QSJ49_RS08590","homoserine kinase","Biosynthesis of secondary metabolites"
"map01110","K22227","WP_338416905.1","QSJ49_RS06165","radical SAM protein","Biosynthesis of secondary metabolites"
"map01110","K00248","WP_205251601.1","QSJ49_RS04165","acyl-CoA dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K01620","WP_205251261.1","QSJ49_RS00750","low specificity L-threonine aldolase","Biosynthesis of secondary metabolites"
"map01110","K01661","WP_010902774.1","QSJ49_RS05730","1-2C4-dihydroxy-2-naphthoyl-CoA synthase","Biosynthesis of secondary metabolites"
"map01110","K00806","WP_012289377.1","QSJ49_RS08535","undecaprenyl diphosphate synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00939","WP_010903261.1","QSJ49_RS08305","adenylate kinase","Biosynthesis of secondary metabolites"
"map01110","K01738","WP_136361467.1","QSJ49_RS06625","PLP-dependent cysteine synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K01693","WP_010903709.1","QSJ49_RS00110","imidazoleglycerol-phosphate dehydratase HisB","Biosynthesis of secondary metabolites"
"map01110","K02500","WP_010902602.1","QSJ49_RS04865","imidazole glycerol phosphate synthase subunit HisF","Biosynthesis of secondary metabolites"
"map01110","K23265","WP_010903428.1","QSJ49_RS09180","phosphoribosylformylglycinamidine synthase I","Biosynthesis of secondary metabolites"
"map01110","K01714","WP_205251496.1","QSJ49_RS03210","dihydrodipicolinate synthase family protein","Biosynthesis of secondary metabolites"
"map01110","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Biosynthesis of secondary metabolites"
"map01110","K18933","WP_205251439.1","QSJ49_RS02775","tyrosine decarboxylase MfnA","Biosynthesis of secondary metabolites"
"map01110","K01641","WP_285253456.1","QSJ49_RS07865","hydroxymethylglutaryl-CoA synthase","Biosynthesis of secondary metabolites"
"map01110","K01698","WP_136361622.1","QSJ49_RS00250","porphobilinogen synthase","Biosynthesis of secondary metabolites"
"map01110","K00766","WP_205251011.1","QSJ49_RS09045","anthranilate phosphoribosyltransferase","Biosynthesis of secondary metabolites"
"map01110","K01658","WP_205251466.1","QSJ49_RS02980","aminodeoxychorismate/anthranilate synthase component II","Biosynthesis of secondary metabolites"
"map01110","K01755","WP_205251258.1","QSJ49_RS00700","argininosuccinate lyase","Biosynthesis of secondary metabolites"
"map01110","K01657","WP_205250900.1","QSJ49_RS07995","anthranilate synthase component I","Biosynthesis of secondary metabolites"
"map01110","K00891","WP_338416920.1","QSJ49_RS06415","shikimate kinase","Biosynthesis of secondary metabolites"
"map01110","K02501","WP_205251094.1","QSJ49_RS09745","imidazole glycerol phosphate synthase subunit HisH","Biosynthesis of secondary metabolites"
"map01110","K01758","WP_010902556.1","QSJ49_RS04615","PLP-dependent aspartate aminotransferase family protein","Biosynthesis of secondary metabolites"
"map01110","K00600","WP_205250791.1","QSJ49_RS07085","serine hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"map01110","K19664","WP_012289436.1","QSJ49_RS09880","CDP-2-2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase","Biosynthesis of secondary metabolites"
"map01110","K13787","WP_010902827.1","QSJ49_RS06015","polyprenyl synthetase family protein","Biosynthesis of secondary metabolites"
"map01110","K00926","WP_205250656.1","QSJ49_RS11625","carbamate kinase","Biosynthesis of secondary metabolites"
"map01110","K00240","WP_010902948.1","QSJ49_RS06650","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","Biosynthesis of secondary metabolites"
"map01110","K25026","WP_136361000.1","QSJ49_RS01520","ROK family protein","Biosynthesis of secondary metabolites"
"map01110","K01817","WP_205250901.1","QSJ49_RS08000","phosphoribosylanthranilate isomerase","Biosynthesis of secondary metabolites"
"map01110","K01733","WP_338416976.1","QSJ49_RS00680","threonine synthase","Biosynthesis of secondary metabolites"
"map01110","K00948","WP_205251138.1","QSJ49_RS10250","ribose-phosphate pyrophosphokinase","Biosynthesis of secondary metabolites"
"map01110","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Biosynthesis of secondary metabolites"
"map01110","K20616","WP_010903229.1","QSJ49_RS08135","prenyltransferase","Biosynthesis of secondary metabolites"
"map01120","K00928","WP_010903772.1","QSJ49_RS00465","aspartate kinase","Microbial metabolism in diverse environments"
"map01120","K01810","WP_205251055.1","QSJ49_RS09370","glucose-6-phosphate isomerase","Microbial metabolism in diverse environments"
"map01120","K00873","WP_010902196.1","QSJ49_RS02765","pyruvate kinase","Microbial metabolism in diverse environments"
"map01120","K15633","WP_205251003.1","QSJ49_RS08950","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Microbial metabolism in diverse environments"
"map01120","K00184","WP_010902581.1","QSJ49_RS04750","sulfate reduction electron transfer complex DsrMKJOP subunit DsrO","Microbial metabolism in diverse environments"
"map01120","K01903","WP_012289349.1","QSJ49_RS07585","ADP-forming succinate--CoA ligase subunit beta","Microbial metabolism in diverse environments"
"map01120","K00248","WP_205251630.1","QSJ49_RS04535","acyl-CoA dehydrogenase family protein","Microbial metabolism in diverse environments"
"map01120","K01848","WP_205251590.1","QSJ49_RS04055","methylmalonyl-CoA mutase family protein","Microbial metabolism in diverse environments"
"map01120","K00174","WP_010902308.1","QSJ49_RS03330","2-oxoacid:acceptor oxidoreductase subunit alpha","Microbial metabolism in diverse environments"
"map01120","K00241","WP_012289306.1","QSJ49_RS06660","succinate dehydrogenase-2C cytochrome b556 subunit","Microbial metabolism in diverse environments"
"map01120","K01895","WP_136361311.1","QSJ49_RS05375","acetate--CoA ligase","Microbial metabolism in diverse environments"
"map01120","K00261","WP_205251581.1","QSJ49_RS03955","NADP-specific glutamate dehydrogenase GdhA1","Microbial metabolism in diverse environments"
"map01120","K15778","WP_205251141.1","QSJ49_RS10265","phosphoglucosamine mutase","Microbial metabolism in diverse environments"
"map01120","K00248","WP_205251601.1","QSJ49_RS04165","acyl-CoA dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K00162","WP_205251147.1","QSJ49_RS10310","alpha-ketoacid dehydrogenase subunit beta","Microbial metabolism in diverse environments"
"map01120","K15016","WP_205251828.1","QSJ49_RS06670","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","Microbial metabolism in diverse environments"
"map01120","K19268","WP_205251174.1","QSJ49_RS00075","methylaspartate mutase subunit E","Microbial metabolism in diverse environments"
"map01120","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Microbial metabolism in diverse environments"
"map01120","K00823","WP_010903110.1","QSJ49_RS07515","aspartate aminotransferase family protein","Microbial metabolism in diverse environments"
"map01120","K01849","WP_010902462.1","QSJ49_RS04135","cobalamin B12-binding domain-containing protein","Microbial metabolism in diverse environments"
"map01120","K00133","WP_205250803.1","QSJ49_RS07160","aspartate-semialdehyde dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K01915","WP_205251098.1","QSJ49_RS09770","type I glutamate--ammonia ligase","Microbial metabolism in diverse environments"
"map01120","K01079","WP_235157065.1","QSJ49_RS00660","phosphoserine phosphatase SerB","Microbial metabolism in diverse environments"
"map01120","K01698","WP_136361622.1","QSJ49_RS00250","porphobilinogen synthase","Microbial metabolism in diverse environments"
"map01120","K00033","WP_205251290.1","QSJ49_RS01200","NADP-dependent phosphogluconate dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K01885","WP_285271116.1","QSJ49_RS06025","glutamate--tRNA ligase","Microbial metabolism in diverse environments"
"map01120","K00175","WP_010902808.1","QSJ49_RS05910","thiamine pyrophosphate-dependent enzyme","Microbial metabolism in diverse environments"
"map01120","K00248","WP_010903082.1","QSJ49_RS07355","acyl-CoA dehydrogenase family protein","Microbial metabolism in diverse environments"
"map01120","K01738","WP_012289191.1","QSJ49_RS03880","PLP-dependent cysteine synthase family protein","Microbial metabolism in diverse environments"
"map01120","K00261","WP_010902870.1","QSJ49_RS06235","glutamate dehydrogenase GdhA2","Microbial metabolism in diverse environments"
"map01120","K00948","WP_205251138.1","QSJ49_RS10250","ribose-phosphate pyrophosphokinase","Microbial metabolism in diverse environments"
"map01120","K07306","WP_205251647.1","QSJ49_RS04745","molybdopterin-dependent oxidoreductase","Microbial metabolism in diverse environments"
"map01120","K01689","WP_010902821.1","QSJ49_RS05985","phosphopyruvate hydratase","Microbial metabolism in diverse environments"
"map01120","K00242","WP_010902949.1","QSJ49_RS06655","succinate dehydrogenase hydrophobic membrane anchor subunit","Microbial metabolism in diverse environments"
"map01120","K00252","WP_012289518.1","QSJ49_RS00955","acyl-CoA dehydrogenase family protein","Microbial metabolism in diverse environments"
"map01120","K01733","WP_205251541.1","QSJ49_RS03600","threonine synthase","Microbial metabolism in diverse environments"
"map01120","K01749","WP_338416965.1","QSJ49_RS00275","hydroxymethylbilane synthase","Microbial metabolism in diverse environments"
"map01120","K18118","WP_205251177.1","QSJ49_RS00090","acetyl-CoA hydrolase/transferase family protein","Microbial metabolism in diverse environments"
"map01120","K01715","WP_010902271.1","QSJ49_RS03145","enoyl-CoA hydratase-related protein","Microbial metabolism in diverse environments"
"map01120","K01595","WP_010903679.1","QSJ49_RS10475","phosphoenolpyruvate carboxylase","Microbial metabolism in diverse environments"
"map01120","K11781","WP_205251021.1","QSJ49_RS09145","7-2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH","Microbial metabolism in diverse environments"
"map01120","K00874","WP_205251372.1","QSJ49_RS02150","bifunctional 2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase","Microbial metabolism in diverse environments"
"map01120","K01807","WP_205251169.1","QSJ49_RS00010","ribose 5-phosphate isomerase A","Microbial metabolism in diverse environments"
"map01120","K00836","WP_235158157.1","QSJ49_RS11970","diaminobutyrate--2-oxoglutarate transaminase family protein","Microbial metabolism in diverse environments"
"map01120","K05606","WP_205251509.1","QSJ49_RS03345","methylmalonyl-CoA epimerase","Microbial metabolism in diverse environments"
"map01120","K01620","WP_205251261.1","QSJ49_RS00750","low specificity L-threonine aldolase","Microbial metabolism in diverse environments"
"map01120","K00150","WP_205251345.1","QSJ49_RS01890","type II glyceraldehyde-3-phosphate dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K00926","WP_205250656.1","QSJ49_RS11625","carbamate kinase","Microbial metabolism in diverse environments"
"map01120","K00174","WP_012289282.1","QSJ49_RS05915","2-oxoacid:acceptor oxidoreductase subunit alpha","Microbial metabolism in diverse environments"
"map01120","K11212","WP_205250800.1","QSJ49_RS07140","2-phospho-L-lactate transferase","Microbial metabolism in diverse environments"
"map01120","K01714","WP_205251496.1","QSJ49_RS03210","dihydrodipicolinate synthase family protein","Microbial metabolism in diverse environments"
"map01120","K00185","WP_205251648.1","QSJ49_RS04755","NrfD/PsrC family molybdoenzyme membrane anchor subunit","Microbial metabolism in diverse environments"
"map01120","K01846","WP_205251173.1","QSJ49_RS00070","methylaspartate mutase subunit S","Microbial metabolism in diverse environments"
"map01120","K16937","WP_010903802.1","QSJ49_RS00610","DoxX family protein","Microbial metabolism in diverse environments"
"map01120","K00632","WP_205251081.1","QSJ49_RS09650","thiolase family protein","Microbial metabolism in diverse environments"
"map01120","K00135","WP_010902663.1","QSJ49_RS05165","aldehyde dehydrogenase family protein","Microbial metabolism in diverse environments"
"map01120","K22969","WP_010902286.1","QSJ49_RS03220","glucose 1-dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K11645","WP_010902472.1","QSJ49_RS04185","class I fructose-bisphosphate aldolase","Microbial metabolism in diverse environments"
"map01120","K00058","WP_235157063.1","QSJ49_RS00665","phosphoglycerate dehydrogenase","Microbial metabolism in diverse environments"
"map01120","K00175","WP_010902307.1","QSJ49_RS03325","2-oxoacid:ferredoxin oxidoreductase subunit beta","Microbial metabolism in diverse environments"
"map01120","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Microbial metabolism in diverse environments"
"map01120","K01895","WP_205251514.1","QSJ49_RS03370","AMP-binding protein","Microbial metabolism in diverse environments"
"map01120","K00029","WP_010903183.1","QSJ49_RS07905","NADP-dependent malic enzyme","Microbial metabolism in diverse environments"
"map01120","K00239","WP_010902947.1","QSJ49_RS06645","FAD-binding protein","Microbial metabolism in diverse environments"
"map01120","K01491","WP_010903030.1","QSJ49_RS07090","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","Microbial metabolism in diverse environments"
"map01120","K00261","WP_205251375.1","QSJ49_RS02170","glutamate dehydrogenase GdhB","Microbial metabolism in diverse environments"
"map01120","K01011","WP_235157091.1","QSJ49_RS00540","sulfurtransferase","Microbial metabolism in diverse environments"
"map01120","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Microbial metabolism in diverse environments"
