locus_tag,protein_id,product
ACNO8S_RS12865,WP_014041308.1,DUF5809 family protein
ACNO8S_RS12870,WP_420182040.1,DUF5810 domain-containing protein
ACNO8S_RS12875,WP_420182041.1,ribosomal protein S18-alanine N-acetyltransferase
ACNO8S_RS12880,WP_014041311.1,aconitate hydratase
ACNO8S_RS12885,WP_014041312.1,deoxyuridine 5'-triphosphate nucleotidohydrolase
ACNO8S_RS12890,WP_005537411.1,helix-turn-helix domain-containing protein
ACNO8S_RS12895,WP_420182042.1,HalOD1 output domain-containing protein
ACNO8S_RS12900,WP_008307882.1,methylglyoxal synthase
ACNO8S_RS12905,WP_336329302.1,7-cyano-7-deazaguanine synthase QueC
ACNO8S_RS12910,WP_420182043.1,7-carboxy-7-deazaguanine synthase QueE
ACNO8S_RS12915,WP_420182044.1,6-pyruvoyl trahydropterin synthase family protein
ACNO8S_RS12920,WP_014041318.1,hypothetical protein
ACNO8S_RS12925,WP_050038248.1,hypothetical protein
ACNO8S_RS12930,WP_420182045.1,M28 family peptidase
ACNO8S_RS12935,WP_014041321.1,hypothetical protein
ACNO8S_RS12940,WP_044952285.1,hypothetical protein
ACNO8S_RS12945,WP_151103820.1,2Fe-2S iron-sulfur cluster-binding protein
ACNO8S_RS12950,WP_420182046.1,selenium-binding family protein
ACNO8S_RS12955,WP_014041325.1,NAD-dependent epimerase/dehydratase family protein
ACNO8S_RS12960,WP_050007261.1,NAD(P)H-binding protein
ACNO8S_RS12970,WP_014041327.1,2Fe-2S iron-sulfur cluster-binding protein
ACNO8S_RS12975,WP_129755612.1,type IV pilin
ACNO8S_RS12980,WP_014041329.1,phosphogluconate dehydrogenase (NAD(+)-dependent%2C decarboxylating)
ACNO8S_RS12985,WP_420182047.1,aminopeptidase
ACNO8S_RS12990,WP_014041331.1,archaellar assembly protein FlaJ
ACNO8S_RS12995,WP_023843417.1,type II/IV secretion system ATPase subunit
ACNO8S_RS13000,WP_014041333.1,ATPase domain-containing protein
ACNO8S_RS13005,WP_014041334.1,CARDB domain-containing protein
ACNO8S_RS13010,WP_014041335.1,flagellar protein F
ACNO8S_RS13015,WP_420182048.1,FlaD/FlaE family flagellar protein
ACNO8S_RS13020,WP_014041337.1,chemotaxis protein CheD
ACNO8S_RS13025,WP_014041338.1,chemotaxis protein CheC
ACNO8S_RS13030,WP_004515265.1,chemotaxis protein CheY
ACNO8S_RS13035,WP_420182049.1,hypothetical protein
ACNO8S_RS13040,WP_064288699.1,hypothetical protein
ACNO8S_RS13045,WP_050007264.1,DUF7500 family protein
ACNO8S_RS13050,WP_151145231.1,archaellin/type IV pilin N-terminal domain-containing protein
ACNO8S_RS13055,WP_191449424.1,archaellin/type IV pilin N-terminal domain-containing protein
ACNO8S_RS13060,WP_008307830.1,DUF7521 family protein
ACNO8S_RS13065,WP_004515272.1,ArsR/SmtB family transcription factor
ACNO8S_RS13070,WP_050037098.1,RAD55 family ATPase
ACNO8S_RS13075,WP_008307828.1,chemotaxis protein CheW
ACNO8S_RS13080,WP_023843419.1,protein-glutamate methylesterase/protein-glutamine glutaminase
ACNO8S_RS13085,WP_151103825.1,chemotaxis protein CheA
ACNO8S_RS13090,WP_014041347.1,CheR family methyltransferase
ACNO8S_RS13095,WP_151103826.1,HEAT repeat domain-containing protein
ACNO8S_RS13100,WP_050037103.1,CheF family chemotaxis protein
ACNO8S_RS13105,WP_420182050.1,30S ribosomal protein S6e
ACNO8S_RS13110,WP_014041351.1,DUF7112 family protein
ACNO8S_RS13115,WP_014041352.1,CheF family chemotaxis protein
ACNO8S_RS13120,WP_050007268.1,dCTP deaminase
ACNO8S_RS13125,WP_014041354.1,DUF5807 family protein
ACNO8S_RS13130,WP_420182051.1,hypothetical protein
ACNO8S_RS13135,WP_420182052.1,hypothetical protein
ACNO8S_RS13140,WP_420182053.1,DHH family phosphoesterase
ACNO8S_RS13145,WP_014041357.1,universal stress protein
ACNO8S_RS13150,WP_008307802.1,universal stress protein
ACNO8S_RS13155,WP_008307801.1,GNAT family N-acetyltransferase
ACNO8S_RS13160,WP_014041358.1,universal stress protein
ACNO8S_RS13165,WP_146416875.1,DUF5806 family protein
ACNO8S_RS13170,WP_064288691.1,hypothetical protein
ACNO8S_RS13175,WP_420182054.1,DUF7529 family protein
ACNO8S_RS13180,WP_420182055.1,dipeptide ABC transporter ATP-binding protein
ACNO8S_RS13185,WP_420182056.1,ABC transporter substrate-binding protein
ACNO8S_RS13190,WP_014041363.1,ABC transporter permease
ACNO8S_RS13195,WP_014041364.1,ABC transporter permease
ACNO8S_RS13200,WP_050037110.1,DUF7268 family protein
ACNO8S_RS13205,WP_050037111.1,dihydroorotase
ACNO8S_RS13210,WP_420182057.1,lipoate--protein ligase family protein
ACNO8S_RS13215,WP_050037113.1,hypothetical protein
ACNO8S_RS13220,WP_146416869.1,cysteine hydrolase family protein
ACNO8S_RS13225,WP_151145189.1,Hvo_1808 family surface protein
ACNO8S_RS13230,WP_146416867.1,Hvo_1808 family surface protein
ACNO8S_RS13235,WP_420182058.1,nicotinate phosphoribosyltransferase
ACNO8S_RS13240,WP_420182059.1,DUF6360 family protein
ACNO8S_RS13245,WP_014041373.1,CPCC family cysteine-rich protein
ACNO8S_RS13250,WP_064288685.1,ZIP family metal transporter
ACNO8S_RS13255,WP_420182060.1,site-2 protease family protein
ACNO8S_RS13260,WP_129755628.1,MBL fold metallo-hydrolase
ACNO8S_RS13265,WP_420182061.1,NUDIX domain-containing protein
ACNO8S_RS13270,WP_014041378.1,aminotransferase class V-fold PLP-dependent enzyme
ACNO8S_RS13275,WP_008307760.1,rod-determining factor RdfA
ACNO8S_RS13280,WP_050007466.1,archaea-specific SMC-related protein
ACNO8S_RS13285,WP_008307758.1,hypothetical protein
ACNO8S_RS13290,WP_023843421.1,fluoride efflux transporter FluC
ACNO8S_RS13295,WP_014041381.1,fluoride efflux transporter CrcB
ACNO8S_RS13300,WP_151103836.1,ATP-binding protein
ACNO8S_RS13305,WP_008307753.1,DUF7382 domain-containing protein
ACNO8S_RS13310,WP_050007464.1,protein-L-isoaspartate O-methyltransferase family protein
ACNO8S_RS13315,WP_420182062.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase
ACNO8S_RS13320,WP_008307750.1,HVO_0476 family zinc finger protein
ACNO8S_RS13325,WP_014041386.1,DUF1648 domain-containing protein
ACNO8S_RS13330,WP_050007463.1,aminopeptidase
ACNO8S_RS13335,WP_420182063.1,type II glyceraldehyde-3-phosphate dehydrogenase
ACNO8S_RS13340,WP_014041388.1,metallophosphoesterase
ACNO8S_RS13345,WP_050007461.1,DUF7533 family protein
ACNO8S_RS13350,WP_014041390.1,UvrD-helicase domain-containing protein
ACNO8S_RS13355,WP_014041391.1,DUF7521 family protein
ACNO8S_RS13360,WP_004515333.1,ArsR/SmtB family transcription factor
ACNO8S_RS13365,WP_023843422.1,PadR family transcriptional regulator
ACNO8S_RS13370,WP_004515335.1,HVO_0416 family zinc finger protein
ACNO8S_RS13375,WP_014041393.1,YbhB/YbcL family Raf kinase inhibitor-like protein
ACNO8S_RS13380,WP_014041394.1,nitric-oxide reductase large subunit
ACNO8S_RS13385,WP_014041395.1,alpha/beta fold hydrolase
ACNO8S_RS13390,WP_050007460.1,hypothetical protein
ACNO8S_RS13395,WP_050037125.1,ring-cleaving dioxygenase
ACNO8S_RS13400,WP_050007467.1,phosphopantetheine adenylyltransferase
ACNO8S_RS13405,WP_050037126.1,energy-coupling factor ABC transporter ATP-binding protein
ACNO8S_RS13410,WP_014041400.1,cobalt ECF transporter T component CbiQ
ACNO8S_RS13415,WP_014041401.1,PDGLE domain-containing protein
ACNO8S_RS13420,WP_014041402.1,energy-coupling factor ABC transporter permease
ACNO8S_RS13425,WP_008307710.1,nickel-responsive transcriptional regulator NikR
ACNO8S_RS13430,WP_336358731.1,tyrosine-type recombinase/integrase
ACNO8S_RS13435,WP_420182064.1,helix-turn-helix domain-containing protein
ACNO8S_RS13440,WP_420182065.1,hypothetical protein
ACNO8S_RS13445,WP_420182066.1,hypothetical protein
ACNO8S_RS13450,WP_420182067.1,DUF7692 domain-containing protein
ACNO8S_RS13455,WP_420182068.1,hypothetical protein
ACNO8S_RS13460,WP_420182069.1,hypothetical protein
ACNO8S_RS13465,WP_420182070.1,hypothetical protein
ACNO8S_RS13470,NA,hypothetical protein
ACNO8S_RS13475,WP_420182071.1,hypothetical protein
ACNO8S_RS13480,WP_420182072.1,hypothetical protein
ACNO8S_RS13485,WP_420182073.1,hypothetical protein
ACNO8S_RS13490,WP_420182074.1,hypothetical protein
ACNO8S_RS13495,WP_420182075.1,hypothetical protein
ACNO8S_RS13500,WP_420182076.1,MarR family transcriptional regulator
ACNO8S_RS13505,WP_420182077.1,hypothetical protein
ACNO8S_RS13510,WP_049938980.1,helix-turn-helix transcriptional regulator
ACNO8S_RS13515,WP_049938981.1,hypothetical protein
ACNO8S_RS13520,WP_420182078.1,Pycsar system effector family protein
ACNO8S_RS13525,WP_420182079.1,phosphoribosyltransferase
ACNO8S_RS13530,WP_420182080.1,DUF7342 family protein
ACNO8S_RS13535,NA,glycerol kinase
ACNO8S_RS13540,WP_420182081.1,recombinase family protein
ACNO8S_RS13545,WP_420182082.1,hypothetical protein
ACNO8S_RS13550,WP_420182083.1,DUF7344 domain-containing protein
ACNO8S_RS13555,WP_420182084.1,MarR family transcriptional regulator
ACNO8S_RS13560,WP_420182085.1,hypothetical protein
ACNO8S_RS13565,WP_420182086.1,DUF1889 family protein
ACNO8S_RS13570,WP_420182087.1,tyrosine-type recombinase/integrase
ACNO8S_RS13575,WP_420182088.1,tyrosine-type recombinase/integrase
ACNO8S_RS13580,WP_420182089.1,recombinase family protein
ACNO8S_RS13585,WP_420182090.1,hypothetical protein
ACNO8S_RS13590,WP_420182091.1,hypothetical protein
ACNO8S_RS13595,WP_420182092.1,HNH endonuclease
ACNO8S_RS13600,WP_420182093.1,DrmE family protein
ACNO8S_RS13605,WP_420182094.1,helicase-related protein
ACNO8S_RS13610,WP_420182095.1,hypothetical protein
ACNO8S_RS13615,WP_420182096.1,DNA cytosine methyltransferase
ACNO8S_RS13620,WP_420182097.1,DNA cytosine methyltransferase
ACNO8S_RS13625,WP_420182098.1,hypothetical protein
ACNO8S_RS13630,WP_420182099.1,hypothetical protein
ACNO8S_RS13635,WP_420182100.1,hypothetical protein
ACNO8S_RS13640,WP_420182101.1,hypothetical protein
ACNO8S_RS13645,WP_420182102.1,hypothetical protein
ACNO8S_RS13650,WP_420182103.1,hypothetical protein
ACNO8S_RS13665,WP_151145180.1,CCA tRNA nucleotidyltransferase
ACNO8S_RS13670,WP_050037129.1,histone deacetylase family protein
ACNO8S_RS13675,WP_005537260.1,histone
ACNO8S_RS13680,WP_014041405.1,single-stranded DNA binding protein
ACNO8S_RS13685,WP_023843424.1,hypothetical protein
ACNO8S_RS13695,WP_420182104.1,DUF309 domain-containing protein
ACNO8S_RS13700,WP_420182105.1,diadenylate cyclase
ACNO8S_RS13705,WP_008307668.1,hypothetical protein
ACNO8S_RS13710,WP_014041409.1,NAD-dependent glucose-6-phosphate dehydrogenase Azf
ACNO8S_RS13715,WP_008307666.1,dihydroneopterin aldolase family protein
ACNO8S_RS13720,WP_420182106.1,DUF7544 domain-containing protein
ACNO8S_RS13725,WP_014041411.1,DUF5790 family protein
ACNO8S_RS13730,WP_050038250.1,DUF4399 domain-containing protein
ACNO8S_RS13735,WP_014041413.1,DUF6789 family protein
ACNO8S_RS13740,WP_044952043.1,cytochrome c oxidase subunit II
ACNO8S_RS13745,WP_420182107.1,cbb3-type cytochrome c oxidase subunit I
ACNO8S_RS13750,WP_014041416.1,cytochrome C oxidase subunit IV family protein
ACNO8S_RS13755,WP_151103864.1,hypothetical protein
ACNO8S_RS13760,WP_225306785.1,DUF7534 family protein
ACNO8S_RS13765,WP_420182108.1,ABC transporter ATP-binding protein
ACNO8S_RS13770,WP_420182109.1,DUF192 domain-containing protein
ACNO8S_RS13785,WP_050007334.1,glycosyltransferase family 2 protein
ACNO8S_RS13790,WP_151145171.1,hypothetical protein
ACNO8S_RS13795,WP_014041423.1,hypothetical protein
ACNO8S_RS13800,WP_014041424.1,class I SAM-dependent methyltransferase
ACNO8S_RS13805,WP_420182110.1,Hsp20/alpha crystallin family protein
ACNO8S_RS13810,WP_420182111.1,FAD-binding and (Fe-S)-binding domain-containing protein
ACNO8S_RS13815,WP_014041427.1,hypothetical protein
ACNO8S_RS13820,WP_225306786.1,ATP-binding protein
ACNO8S_RS13825,WP_004515390.1,cold-shock protein
ACNO8S_RS13830,WP_004515391.1,cold-shock protein
ACNO8S_RS13835,WP_050037138.1,DUF429 domain-containing protein
ACNO8S_RS13840,WP_008307638.1,hypothetical protein
ACNO8S_RS13845,WP_008307637.1,hypothetical protein
ACNO8S_RS13850,WP_008307635.1,nucleotidyltransferase family protein
ACNO8S_RS13855,WP_420182112.1,DUF4864 domain-containing protein
ACNO8S_RS13860,WP_064288662.1,sugar ABC transporter permease
ACNO8S_RS13865,WP_420182113.1,carbohydrate ABC transporter permease
ACNO8S_RS13870,WP_196219999.1,extracellular solute-binding protein
ACNO8S_RS13875,WP_420182114.1,alpha-amylase family glycosyl hydrolase
ACNO8S_RS13880,WP_050037144.1,ABC transporter ATP-binding protein
ACNO8S_RS13885,WP_420182115.1,glycoside hydrolase family 15 protein
ACNO8S_RS13890,WP_014041439.1,TrmB family transcriptional regulator
ACNO8S_RS13895,WP_014041440.1,type IV pilin
ACNO8S_RS13900,WP_050037145.1,glutathione S-transferase family protein
ACNO8S_RS13905,WP_023843429.1,50S ribosomal protein L16
ACNO8S_RS13910,WP_014041443.1,hypothetical protein
ACNO8S_RS13915,WP_049938994.1,universal stress protein
ACNO8S_RS13920,WP_151103870.1,ATP-grasp domain-containing protein
ACNO8S_RS13925,WP_004590910.1,Hsp20/alpha crystallin family protein
ACNO8S_RS13930,WP_008307604.1,type I glyceraldehyde-3-phosphate dehydrogenase
ACNO8S_RS13935,WP_050037149.1,phosphoglycerate kinase
ACNO8S_RS13940,WP_008307600.1,hypothetical protein
ACNO8S_RS13945,WP_014041448.1,riboflavin synthase
ACNO8S_RS13950,WP_014041449.1,PrsW family glutamic-type intramembrane protease
ACNO8S_RS13955,WP_050037150.1,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
ACNO8S_RS13960,WP_050007330.1,phosphoribosyl-ATP diphosphatase
ACNO8S_RS13965,WP_420182116.1,response regulator
ACNO8S_RS13970,WP_275039403.1,hypothetical protein
ACNO8S_RS13975,WP_420182117.1,ASCH domain-containing protein
ACNO8S_RS13980,WP_050037152.1,NOG1 family protein
ACNO8S_RS13985,WP_420182118.1,SIMPL domain-containing protein
ACNO8S_RS13990,WP_014041456.1,TIGR00341 family protein
ACNO8S_RS13995,WP_058990855.1,GTP-binding protein EngB
ACNO8S_RS14000,WP_420182791.1,APC family permease
ACNO8S_RS14005,WP_420182119.1,universal stress protein
ACNO8S_RS14010,WP_420182120.1,tyrosine-type recombinase/integrase
ACNO8S_RS14015,WP_255359480.1,hypothetical protein
ACNO8S_RS14020,WP_420182121.1,hypothetical protein
ACNO8S_RS14025,WP_420182122.1,hypothetical protein
ACNO8S_RS14030,WP_420182123.1,hypothetical protein
ACNO8S_RS14035,WP_420182124.1,Cdc6/Cdc18 family protein
ACNO8S_RS14040,WP_420182125.1,hypothetical protein
ACNO8S_RS14045,WP_420182126.1,HNH endonuclease
ACNO8S_RS14050,WP_420182127.1,DUF7386 family protein
ACNO8S_RS14055,WP_420182128.1,hypothetical protein
ACNO8S_RS14060,WP_420182129.1,hypothetical protein
ACNO8S_RS14065,WP_420182130.1,hypothetical protein
ACNO8S_RS14070,WP_420182131.1,hypothetical protein
ACNO8S_RS14075,WP_420182132.1,hypothetical protein
ACNO8S_RS14080,WP_420182133.1,hypothetical protein
ACNO8S_RS14085,WP_420182134.1,hypothetical protein
ACNO8S_RS14090,WP_420182135.1,hypothetical protein
ACNO8S_RS14095,WP_420182136.1,hypothetical protein
ACNO8S_RS14100,WP_420182137.1,MarR family transcriptional regulator
ACNO8S_RS14105,WP_420182138.1,hypothetical protein
ACNO8S_RS14110,WP_420182139.1,helix-turn-helix transcriptional regulator
ACNO8S_RS14115,WP_420182140.1,hypothetical protein
ACNO8S_RS14120,WP_420182141.1,DUF7563 family protein
ACNO8S_RS14130,WP_004515425.1,30S ribosomal protein S10
ACNO8S_RS14135,WP_005537153.1,translation elongation factor EF-1 subunit alpha
ACNO8S_RS14140,WP_151103877.1,homoserine dehydrogenase
ACNO8S_RS14145,WP_008307542.1,amino acid-binding protein
ACNO8S_RS14150,WP_014041479.1,hypothetical protein
ACNO8S_RS14155,WP_420182142.1,peptidase
ACNO8S_RS14160,WP_420182143.1,elongation factor EF-2
ACNO8S_RS14165,WP_050037154.1,trans-sulfuration enzyme family protein
ACNO8S_RS14170,WP_023843438.1,DUF5781 family protein
ACNO8S_RS14175,WP_420182144.1,PAS domain S-box protein
ACNO8S_RS14180,WP_050037157.1,energy-coupling factor transporter transmembrane component T family protein
ACNO8S_RS14185,WP_050037158.1,energy-coupling factor ABC transporter ATP-binding protein
ACNO8S_RS14190,WP_050037159.1,biotin transporter BioY
ACNO8S_RS14195,WP_129755699.1,PQQ-dependent sugar dehydrogenase
ACNO8S_RS14200,WP_008307521.1,30S ribosomal protein S7
ACNO8S_RS14205,WP_004515440.1,30S ribosomal protein S12
ACNO8S_RS14210,WP_151103884.1,methyl-accepting chemotaxis protein
ACNO8S_RS14215,WP_014041491.1,hypothetical protein
ACNO8S_RS14220,WP_004515442.1,NusA-like transcription termination signal-binding factor
ACNO8S_RS14225,WP_014041492.1,DNA-directed RNA polymerase subunit A''
ACNO8S_RS14230,WP_014041493.1,DNA-directed RNA polymerase subunit A'
ACNO8S_RS14235,WP_023843439.1,DNA-directed RNA polymerase subunit B
ACNO8S_RS14240,WP_004959113.1,DNA-directed RNA polymerase subunit B''
ACNO8S_RS14245,WP_004959115.1,DNA-directed RNA polymerase subunit H
ACNO8S_RS14260,WP_005537126.1,hypothetical protein
ACNO8S_RS14265,WP_170832126.1,winged helix-turn-helix transcriptional regulator
ACNO8S_RS14270,WP_014041495.1,metallophosphoesterase family protein
ACNO8S_RS14275,WP_420182145.1,coenzyme F420-0:L-glutamate ligase
ACNO8S_RS14280,WP_420182146.1,5%2C10-methylenetetrahydromethanopterin reductase
ACNO8S_RS14285,WP_014041498.1,hypothetical protein
ACNO8S_RS14290,WP_044952048.1,tryptophanase
ACNO8S_RS14295,WP_014041500.1,class I SAM-dependent methyltransferase
ACNO8S_RS14300,WP_420182147.1,DUF7573 domain-containing protein
ACNO8S_RS14305,WP_420182148.1,AAA family ATPase
ACNO8S_RS14310,WP_420182149.1,DUF58 domain-containing protein
ACNO8S_RS14315,WP_420182150.1,transglutaminase TgpA family protein
ACNO8S_RS14320,WP_004516073.1,stress response translation initiation inhibitor YciH
ACNO8S_RS14325,WP_420182151.1,CARDB domain-containing protein
ACNO8S_RS14330,WP_420182152.1,EamA family transporter
ACNO8S_RS14335,WP_004590650.1,DUF7331 family protein
ACNO8S_RS14340,WP_420182153.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
ACNO8S_RS14345,WP_050037171.1,DsbA family oxidoreductase
ACNO8S_RS14350,WP_420182154.1,D-2-hydroxyacid dehydrogenase
ACNO8S_RS14355,WP_014041510.1,hypothetical protein
ACNO8S_RS14360,WP_014041511.1,sulfite exporter TauE/SafE family protein
ACNO8S_RS14365,WP_050007490.1,universal stress protein
ACNO8S_RS14370,WP_420182155.1,HPP family protein
ACNO8S_RS14375,WP_050037174.1,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
ACNO8S_RS14380,WP_129755710.1,thioredoxin family protein
ACNO8S_RS14385,WP_151103895.1,sugar O-acetyltransferase
ACNO8S_RS14390,WP_420182156.1,DUF460 domain-containing protein
ACNO8S_RS14395,WP_420182157.1,PAS domain-containing sensor histidine kinase
ACNO8S_RS14400,WP_004590621.1,DUF7470 family protein
ACNO8S_RS14405,WP_014041519.1,SCP2 sterol-binding domain-containing protein
ACNO8S_RS14410,WP_008307449.1,ABC transporter ATP-binding protein
ACNO8S_RS14415,WP_420182158.1,ABC transporter ATP-binding protein
ACNO8S_RS14420,WP_050007487.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS14425,WP_420182159.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS14430,WP_420182160.1,ABC transporter substrate-binding protein
ACNO8S_RS14435,WP_050037179.1,proline racemase family protein
ACNO8S_RS14440,WP_050037180.1,proline dehydrogenase family protein
ACNO8S_RS14445,WP_014041526.1,helix-turn-helix domain-containing protein
ACNO8S_RS14450,WP_191450181.1,aldehyde dehydrogenase family protein
ACNO8S_RS14455,WP_275039401.1,hypothetical protein
ACNO8S_RS14460,WP_004516096.1,translation initiation factor eIF-1A
ACNO8S_RS14465,WP_004590597.1,serine/threonine-protein kinase Rio1
ACNO8S_RS14470,WP_151103902.1,two-component system sensor histidine kinase NtrB
ACNO8S_RS14475,WP_004590591.1,KH domain-containing protein
ACNO8S_RS14480,WP_014041531.1,acyl-CoA thioesterase
ACNO8S_RS14485,WP_014041532.1,hypothetical protein
ACNO8S_RS14490,WP_129755721.1,hypothetical protein
ACNO8S_RS14495,WP_023843446.1,hypothetical protein
ACNO8S_RS14505,WP_014041535.1,DUF7114 family protein
ACNO8S_RS14510,WP_129755722.1,enoyl-CoA hydratase/isomerase family protein
ACNO8S_RS14515,WP_420182161.1,DUF3105 domain-containing protein
ACNO8S_RS14520,WP_050037185.1,NAD+ synthase
ACNO8S_RS14530,WP_420182162.1,AAA family ATPase
ACNO8S_RS14535,WP_004516108.1,30S ribosomal protein S24e
ACNO8S_RS14540,WP_004590578.1,30S ribosomal protein S27ae
ACNO8S_RS14545,WP_420182163.1,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase
ACNO8S_RS14550,WP_004590574.1,DUF5808 domain-containing protein
ACNO8S_RS14555,WP_420182164.1,non-canonical purine NTP pyrophosphatase
ACNO8S_RS14560,WP_255355555.1,hypothetical protein
