locus_tag,protein_id,product
ACAH01_RS10365,WP_372479121.1,HAD family hydrolase
ACAH01_RS10370,WP_372479122.1,acyl-CoA dehydrogenase family protein
ACAH01_RS10375,WP_372479123.1,multiprotein-bridging factor 1 family protein
ACAH01_RS10390,WP_372479124.1,5'-deoxyadenosine deaminase
ACAH01_RS10395,WP_153553208.1,FAD-binding protein
ACAH01_RS10400,WP_170094079.1,succinate dehydrogenase/fumarate reductase iron-sulfur subunit
ACAH01_RS10405,WP_372479125.1,succinate dehydrogenase hydrophobic membrane anchor subunit
ACAH01_RS10410,WP_015763031.1,succinate dehydrogenase%2C cytochrome b556 subunit
ACAH01_RS10415,WP_372479126.1,serine O-acetyltransferase EpsC
ACAH01_RS10420,WP_372479127.1,nucleoside deaminase
ACAH01_RS10425,WP_208627837.1,hypothetical protein
ACAH01_RS10430,WP_372479128.1,DNA-3-methyladenine glycosylase
ACAH01_RS10435,WP_372480805.1,hypothetical protein
ACAH01_RS10440,WP_170094071.1,acyl-CoA dehydrogenase family protein
ACAH01_RS10445,WP_170094070.1,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
ACAH01_RS10450,WP_372479129.1,sensor histidine kinase
ACAH01_RS10460,WP_372479130.1,bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase
ACAH01_RS10465,WP_170094067.1,hypothetical protein
ACAH01_RS10470,WP_372479131.1,aryl-sulfate sulfotransferase
ACAH01_RS10475,WP_153553192.1,hypothetical protein
ACAH01_RS10480,WP_372479132.1,MarR family transcriptional regulator
ACAH01_RS10485,WP_372479133.1,YegP family protein
ACAH01_RS10490,WP_372479134.1,ROK family protein
ACAH01_RS10495,WP_015763012.1,CBS domain-containing protein
ACAH01_RS10500,WP_372479135.1,AMP-binding protein
ACAH01_RS10505,WP_018259440.1,MarR family transcriptional regulator
ACAH01_RS10510,WP_372479136.1,winged helix-turn-helix transcriptional regulator
ACAH01_RS10515,WP_372479137.1,low specificity L-threonine aldolase
ACAH01_RS10520,WP_372479138.1,beta-CASP ribonuclease aCPSF1
ACAH01_RS10525,WP_372479139.1,glutaredoxin family protein
ACAH01_RS10530,WP_372479140.1,BolA family protein
ACAH01_RS10550,WP_372479141.1,rod-determining factor RdfA
ACAH01_RS10555,WP_372479142.1,archaea-specific SMC-related protein
ACAH01_RS10560,WP_372479143.1,polysaccharide biosynthesis C-terminal domain-containing protein
ACAH01_RS10565,WP_372479144.1,glycosyltransferase family 2 protein
ACAH01_RS10570,WP_372479145.1,HTH domain-containing protein
ACAH01_RS10575,WP_372479146.1,glutamine--fructose-6-phosphate transaminase (isomerizing)
ACAH01_RS10580,WP_244257307.1,hypothetical protein
ACAH01_RS10585,WP_372479147.1,glycosyltransferase family 2 protein
ACAH01_RS10590,WP_372479148.1,NAD-dependent epimerase/dehydratase family protein
ACAH01_RS10595,WP_372479149.1,polysaccharide deacetylase family protein
ACAH01_RS10600,WP_372479150.1,Gfo/Idh/MocA family oxidoreductase
ACAH01_RS10605,WP_372479151.1,DegT/DnrJ/EryC1/StrS family aminotransferase
ACAH01_RS10610,WP_372479152.1,acyltransferase
ACAH01_RS10615,WP_372479153.1,hypothetical protein
ACAH01_RS10620,WP_372479154.1,metal-dependent hydrolase
ACAH01_RS10625,WP_026190368.1,winged helix-turn-helix domain-containing protein
ACAH01_RS10630,WP_372479155.1,hypothetical protein
ACAH01_RS10635,WP_372479156.1,nucleotide sugar dehydrogenase
ACAH01_RS10640,WP_372479157.1,hypothetical protein
ACAH01_RS10645,WP_372479158.1,hypothetical protein
ACAH01_RS10650,WP_372479159.1,TrmB family transcriptional regulator
ACAH01_RS10655,WP_170094037.1,HalOD1 output domain-containing protein
ACAH01_RS10660,WP_372479160.1,hypothetical protein
ACAH01_RS10665,WP_372479161.1,DUF354 domain-containing protein
ACAH01_RS10670,WP_372479162.1,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase
ACAH01_RS10675,WP_372479163.1,glycosyltransferase
ACAH01_RS10680,WP_372479164.1,hypothetical protein
ACAH01_RS10685,WP_372479165.1,DUF1616 domain-containing protein
ACAH01_RS10690,WP_372479166.1,hypothetical protein
ACAH01_RS10695,WP_372479167.1,hypothetical protein
ACAH01_RS10700,WP_372479168.1,carboxylate--amine ligase
ACAH01_RS10705,WP_372479169.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS10710,WP_240936959.1,universal stress protein
ACAH01_RS10715,WP_208628120.1,endonuclease III
ACAH01_RS10720,WP_372479171.1,putative zinc-binding protein
ACAH01_RS10725,WP_170094023.1,DUF2249 domain-containing protein
ACAH01_RS10730,WP_240936958.1,oxidoreductase
ACAH01_RS10735,WP_372479172.1,hypothetical protein
ACAH01_RS10740,WP_372479173.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS10745,WP_372479174.1,ABC transporter substrate-binding protein
ACAH01_RS10750,WP_372479175.1,HEAT repeat domain-containing protein
ACAH01_RS10755,WP_372479176.1,methyl-accepting chemotaxis protein
ACAH01_RS10760,WP_208628127.1,hypothetical protein
ACAH01_RS10770,WP_170094015.1,ATPase domain-containing protein
ACAH01_RS10775,WP_170094014.1,CoA-binding protein
ACAH01_RS10780,WP_372479177.1,DUF5798 family protein
ACAH01_RS10785,WP_372479178.1,hypothetical protein
ACAH01_RS10795,WP_372479179.1,mechanosensitive ion channel family protein
ACAH01_RS10800,WP_153553138.1,YhbY family RNA-binding protein
ACAH01_RS10805,WP_153553137.1,ribonuclease P protein component 4
ACAH01_RS10810,WP_372479180.1,glycosyltransferase family 4 protein
ACAH01_RS10815,WP_208628133.1,glycosyltransferase
ACAH01_RS10820,WP_372479181.1,PIG-L deacetylase family protein
ACAH01_RS10825,WP_372479182.1,M48 family metalloprotease
ACAH01_RS10830,WP_372479183.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
ACAH01_RS10835,WP_208628137.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
ACAH01_RS10840,WP_372479184.1,transcription initiation factor IIB family protein
ACAH01_RS10845,WP_372479185.1,NUDIX hydrolase
ACAH01_RS10850,WP_153553128.1,hypothetical protein
ACAH01_RS10855,WP_372479186.1,asparagine synthase C-terminal domain-containing protein
ACAH01_RS10860,WP_170094001.1,PHP domain-containing protein
ACAH01_RS10865,WP_372479187.1,TIGR04347 family pseudo-SAM/SPASM protein
ACAH01_RS10870,WP_170093999.1,Htur_1727 family rSAM-partnered candidate RiPP
ACAH01_RS10875,WP_372479188.1,hypothetical protein
ACAH01_RS10880,WP_372479189.1,hypothetical protein
ACAH01_RS10885,WP_170093996.1,nitric-oxide reductase large subunit
ACAH01_RS10890,WP_018258763.1,helix-turn-helix domain-containing protein
ACAH01_RS10895,WP_153553119.1,hypothetical protein
ACAH01_RS10900,WP_372479190.1,hypothetical protein
ACAH01_RS10905,WP_170093994.1,DUF2249 domain-containing protein
ACAH01_RS10910,WP_153553117.1,hypothetical protein
ACAH01_RS10915,WP_153553116.1,cupin domain-containing protein
ACAH01_RS10920,WP_015762928.1,DUF2249 domain-containing protein
ACAH01_RS10925,WP_346775241.1,cupin domain-containing protein
ACAH01_RS10930,WP_372479192.1,hypothetical protein
ACAH01_RS10935,WP_372479193.1,cbb3-type cytochrome c oxidase subunit I
ACAH01_RS10940,WP_208628149.1,hypothetical protein
ACAH01_RS10945,WP_372479194.1,DUF4097 family beta strand repeat-containing protein
ACAH01_RS10950,WP_372479195.1,multicopper oxidase domain-containing protein
ACAH01_RS10955,WP_372479197.1,phosphoribosylformylglycinamidine synthase subunit PurL
ACAH01_RS10960,WP_372479198.1,hypothetical protein
ACAH01_RS10965,WP_153553108.1,imidazole glycerol phosphate synthase subunit HisF
ACAH01_RS10970,WP_372479199.1,hypothetical protein
ACAH01_RS10975,WP_015762916.1,DNA-directed RNA polymerase subunit L
ACAH01_RS10980,WP_208628154.1,C2H2-type zinc finger protein
ACAH01_RS10985,WP_372479200.1,hypothetical protein
ACAH01_RS10990,WP_170093983.1,heme-copper oxidase subunit III
ACAH01_RS10995,WP_372479202.1,flagella cluster protein
ACAH01_RS11000,WP_372479203.1,hypothetical protein
ACAH01_RS11005,WP_153553101.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS11015,WP_372479204.1,class I SAM-dependent methyltransferase family protein
ACAH01_RS11020,WP_372479205.1,diphthine synthase
ACAH01_RS11025,WP_372479206.1,archaeosortase A
ACAH01_RS11030,WP_372479207.1,BGTF surface domain-containing protein
ACAH01_RS11035,WP_372479208.1,MarR family transcriptional regulator
ACAH01_RS11040,WP_170093963.1,hypothetical protein
ACAH01_RS11045,WP_372479209.1,VOC family protein
ACAH01_RS11050,WP_372479210.1,TIGR04206 family protein
ACAH01_RS11055,WP_170093960.1,GTP-binding protein
ACAH01_RS11060,WP_372479211.1,chemotaxis protein CheW
ACAH01_RS11065,WP_153553089.1,ParA family protein
ACAH01_RS11070,WP_372479212.1,FlaD/FlaE family flagellar protein
ACAH01_RS11075,WP_372479213.1,hypothetical protein
ACAH01_RS11080,WP_372479214.1,GH32 C-terminal domain-containing protein
ACAH01_RS11085,WP_372479215.1,glycoside hydrolase family 68 protein
ACAH01_RS11090,WP_153553084.1,hypothetical protein
ACAH01_RS11095,WP_372479216.1,AIR synthase family protein
ACAH01_RS11100,WP_372480806.1,ABC transporter ATP-binding protein
ACAH01_RS11105,WP_372479217.1,ABC transporter permease
ACAH01_RS11110,WP_208628171.1,thiamine ABC transporter substrate binding subunit
ACAH01_RS11115,WP_372479219.1,TSUP family transporter
ACAH01_RS11120,WP_170093949.1,hypothetical protein
ACAH01_RS11125,WP_153553078.1,hypothetical protein
ACAH01_RS11135,WP_372479220.1,hypothetical protein
ACAH01_RS11140,WP_372479221.1,MBL fold metallo-hydrolase
ACAH01_RS11145,WP_372479222.1,NADH-quinone oxidoreductase subunit N
ACAH01_RS11150,WP_170093946.1,NuoM family protein
ACAH01_RS11155,WP_372479223.1,NADH-quinone oxidoreductase subunit L
ACAH01_RS11160,WP_015762879.1,NADH-quinone oxidoreductase subunit NuoK
ACAH01_RS11165,WP_170093944.1,proton-conducting membrane transporter
ACAH01_RS11170,WP_164731981.1,NADH-quinone oxidoreductase subunit J
ACAH01_RS11175,WP_015762876.1,NADH-quinone oxidoreductase subunit I
ACAH01_RS11180,WP_372479224.1,NADH-quinone oxidoreductase subunit H
ACAH01_RS11185,WP_170093942.1,NADH-quinone oxidoreductase subunit D
ACAH01_RS11190,WP_015762873.1,NADH-quinone oxidoreductase subunit B
ACAH01_RS11195,WP_015762872.1,NADH-quinone oxidoreductase subunit A
ACAH01_RS11200,WP_372479225.1,5-(carboxyamino)imidazole ribonucleotide mutase
ACAH01_RS11205,WP_170093940.1,hypothetical protein
ACAH01_RS11210,WP_372479226.1,5-(carboxyamino)imidazole ribonucleotide synthase
ACAH01_RS11215,WP_372479227.1,flippase activity-associated protein Agl23
ACAH01_RS11220,WP_153553063.1,6%2C7-dimethyl-8-ribityllumazine synthase
ACAH01_RS11225,WP_372479229.1,pyridoxal phosphate-dependent aminotransferase
ACAH01_RS11230,WP_372479230.1,hypothetical protein
ACAH01_RS11235,WP_170093935.1,adenylyltransferase/cytidyltransferase family protein
ACAH01_RS11240,WP_153553059.1,Mov34/MPN/PAD-1 family protein
ACAH01_RS11245,WP_372479231.1,DHH family phosphoesterase
ACAH01_RS11250,WP_372479232.1,phospholipase D-like domain-containing protein
ACAH01_RS11255,WP_372479233.1,HEAT repeat domain-containing protein
ACAH01_RS11260,WP_372479234.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
ACAH01_RS11265,WP_372479235.1,sporulation protein
ACAH01_RS11270,WP_170093929.1,hypothetical protein
ACAH01_RS11275,WP_170093928.1,hypothetical protein
ACAH01_RS11280,WP_372479236.1,response regulator
ACAH01_RS11285,WP_372479237.1,PAS domain S-box protein
ACAH01_RS11290,WP_015762852.1,CopG family ribbon-helix-helix protein
ACAH01_RS11295,WP_372479238.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPB
ACAH01_RS11300,WP_372479239.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPA
ACAH01_RS11305,WP_372479240.1,hypothetical protein
ACAH01_RS11310,WP_372479241.1,glycine cleavage system protein GcvH
ACAH01_RS11315,WP_170093921.1,glycine cleavage system aminomethyltransferase GcvT
ACAH01_RS11320,WP_372479242.1,cytochrome d ubiquinol oxidase subunit II
ACAH01_RS11325,WP_372479243.1,cytochrome ubiquinol oxidase subunit I
ACAH01_RS11330,WP_372479244.1,disulfide bond formation protein B
ACAH01_RS11335,WP_372479245.1,glycoside hydrolase family 3 C-terminal domain-containing protein
ACAH01_RS11340,WP_372479246.1,MFS transporter
ACAH01_RS11345,WP_170093915.1,LLM class flavin-dependent oxidoreductase
ACAH01_RS11350,WP_372479247.1,MFS transporter
ACAH01_RS11355,WP_372479248.1,amphi-Trp domain-containing protein
ACAH01_RS11360,WP_372479249.1,hypothetical protein
ACAH01_RS11365,WP_372479250.1,NYN domain-containing protein
ACAH01_RS11370,WP_372479251.1,TatD family hydrolase
ACAH01_RS11375,WP_170093910.1,potassium transporter TrkG
ACAH01_RS11380,WP_170093909.1,TrkA family potassium uptake protein
ACAH01_RS11385,WP_170093908.1,universal stress protein
ACAH01_RS11390,WP_170093907.1,Trk system potassium transporter TrkA
ACAH01_RS11395,WP_372479252.1,TrkH family potassium uptake protein
ACAH01_RS11400,WP_372479253.1,response regulator
ACAH01_RS11405,WP_153553031.1,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) subunit CbiT
ACAH01_RS11410,WP_372479254.1,cobalt-factor II C(20)-methyltransferase
ACAH01_RS11415,WP_372479255.1,cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase
ACAH01_RS11420,WP_372479257.1,cobalt-precorrin 5A hydrolase
ACAH01_RS11425,WP_372479258.1,precorrin-3B C(17)-methyltransferase
ACAH01_RS11430,WP_170093899.1,precorrin-3B C(17)-methyltransferase
ACAH01_RS11435,WP_372479259.1,ferredoxin
ACAH01_RS11440,WP_372479260.1,cobalamin biosynthesis protein
ACAH01_RS11445,WP_372479261.1,CbiX/SirB N-terminal domain-containing protein
ACAH01_RS11450,WP_170093895.1,DUF3209 family protein
ACAH01_RS11455,WP_372479262.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS11460,WP_372479263.1,ferredoxin
ACAH01_RS11465,WP_372479264.1,CbtA family protein
ACAH01_RS11470,WP_153553019.1,CbtB domain-containing protein
ACAH01_RS11475,WP_372479265.1,ATP-binding protein
ACAH01_RS11480,WP_372479266.1,cobaltochelatase subunit CobN
ACAH01_RS11485,WP_170093889.1,precorrin-8X methylmutase
ACAH01_RS11490,WP_372479267.1,cobalt-precorrin-7 (C(5))-methyltransferase
ACAH01_RS11495,WP_170093887.1,sirohydrochlorin chelatase
ACAH01_RS11500,WP_170093886.1,cobyrinic acid a%2Cc-diamide synthase
ACAH01_RS11505,WP_372479268.1,cobyric acid synthase
ACAH01_RS11510,WP_372479269.1,hypothetical protein
ACAH01_RS11515,WP_372479270.1,alpha-mannosidase
ACAH01_RS11520,WP_372479271.1,glycoside hydrolase family 2 protein
ACAH01_RS11525,WP_372479272.1,hypothetical protein
ACAH01_RS11530,WP_170093880.1,hypothetical protein
ACAH01_RS11535,WP_372479274.1,alpha-L-fucosidase
ACAH01_RS11540,WP_372479275.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS11545,WP_153553004.1,ABC transporter permease
ACAH01_RS11550,WP_372479276.1,ABC transporter permease
ACAH01_RS11555,WP_372479277.1,ABC transporter substrate-binding protein
ACAH01_RS11560,WP_372479278.1,hypothetical protein
ACAH01_RS11565,WP_170093874.1,IclR family transcriptional regulator
ACAH01_RS11570,WP_372480807.1,Gfo/Idh/MocA family protein
ACAH01_RS11575,WP_170092367.1,hypothetical protein
ACAH01_RS11580,WP_170093873.1,ABC transporter ATP-binding protein
ACAH01_RS11585,WP_372479279.1,mandelate racemase family protein
ACAH01_RS11590,WP_372479280.1,SDR family NAD(P)-dependent oxidoreductase
ACAH01_RS11595,WP_372479281.1,amidohydrolase
ACAH01_RS11600,WP_372479282.1,L-rhamnose mutarotase
ACAH01_RS11605,WP_372479283.1,glycoside hydrolase family 18 protein
ACAH01_RS11610,WP_372479284.1,alpha-L-fucosidase
ACAH01_RS11615,WP_170093866.1,M81 family metallopeptidase
ACAH01_RS11620,WP_372479285.1,hypothetical protein
ACAH01_RS11625,WP_372479286.1,PAS domain-containing protein
ACAH01_RS11630,WP_372479287.1,hypothetical protein
ACAH01_RS11635,WP_372479288.1,tyrosine-type recombinase/integrase
ACAH01_RS11640,WP_372479289.1,hypothetical protein
ACAH01_RS11645,WP_372479290.1,hypothetical protein
ACAH01_RS11650,WP_372479291.1,hypothetical protein
ACAH01_RS11655,WP_372479292.1,hypothetical protein
ACAH01_RS11660,WP_372479293.1,DUF1156 domain-containing protein
ACAH01_RS11665,WP_372479294.1,hypothetical protein
ACAH01_RS11670,WP_372479295.1,hypothetical protein
ACAH01_RS11675,WP_372479297.1,hypothetical protein
ACAH01_RS11680,WP_372479298.1,hypothetical protein
ACAH01_RS11685,WP_372479299.1,hypothetical protein
ACAH01_RS11690,WP_372479301.1,hypothetical protein
ACAH01_RS11695,WP_372479302.1,hypothetical protein
ACAH01_RS11700,WP_372479303.1,hypothetical protein
ACAH01_RS11705,WP_372479304.1,site-specific integrase
ACAH01_RS11710,WP_372479305.1,hypothetical protein
ACAH01_RS11715,WP_372479306.1,hypothetical protein
ACAH01_RS11720,WP_372479307.1,preprotein translocase subunit SecY
ACAH01_RS11725,WP_372479308.1,uL15m family ribosomal protein
ACAH01_RS11730,WP_170093861.1,50S ribosomal protein L30
ACAH01_RS11735,WP_015762804.1,30S ribosomal protein S5
ACAH01_RS11740,WP_015762803.1,50S ribosomal protein L18
ACAH01_RS11745,WP_153552986.1,50S ribosomal protein L19e
ACAH01_RS11750,WP_372479309.1,50S ribosomal protein L32e
ACAH01_RS11755,WP_372479310.1,50S ribosomal protein L6
ACAH01_RS11760,WP_015762799.1,30S ribosomal protein S8
ACAH01_RS11765,WP_015762798.1,30S ribosomal protein S14
ACAH01_RS11770,WP_153552984.1,50S ribosomal protein L5
ACAH01_RS11775,WP_372479311.1,30S ribosomal protein S4e
ACAH01_RS11780,WP_153552982.1,50S ribosomal protein L24
ACAH01_RS11785,WP_015762794.1,50S ribosomal protein L14
ACAH01_RS11790,WP_015762793.1,30S ribosomal protein S17
ACAH01_RS11795,WP_049940794.1,ribonuclease P protein component 1
ACAH01_RS11800,WP_015762791.1,50S ribosomal protein L29
ACAH01_RS11805,WP_153552980.1,30S ribosomal protein S3
ACAH01_RS11810,WP_015762789.1,50S ribosomal protein L22
ACAH01_RS11815,WP_153552979.1,30S ribosomal protein S19
ACAH01_RS11820,WP_015762787.1,50S ribosomal protein L2
ACAH01_RS11825,WP_015762786.1,50S ribosomal protein L23
ACAH01_RS11830,WP_170093858.1,50S ribosomal protein L4
ACAH01_RS11835,WP_018259107.1,50S ribosomal protein L3
ACAH01_RS11840,WP_170093856.1,putative RNA uridine N3 methyltransferase
ACAH01_RS11845,WP_372479312.1,hypothetical protein
ACAH01_RS11855,WP_372479313.1,PAS domain S-box protein
ACAH01_RS11860,WP_372479314.1,DUF4013 domain-containing protein
ACAH01_RS11865,WP_372479315.1,ABC transporter substrate-binding protein
ACAH01_RS11870,WP_372479316.1,carbohydrate ABC transporter permease
ACAH01_RS11875,WP_170093852.1,carbohydrate ABC transporter permease
ACAH01_RS11880,WP_372479317.1,ABC transporter ATP-binding protein
ACAH01_RS11885,WP_372479318.1,response regulator transcription factor
ACAH01_RS11890,WP_170093850.1,MTH1187 family thiamine-binding protein
ACAH01_RS11895,WP_015762773.1,hypothetical protein
ACAH01_RS11900,WP_170093849.1,methenyltetrahydromethanopterin cyclohydrolase
ACAH01_RS11905,WP_372479319.1,hypothetical protein
ACAH01_RS11910,WP_170093846.1,orc1/cdc6 family replication initiation protein
ACAH01_RS11915,WP_372479320.1,GTPBP1 family GTP-binding protein
ACAH01_RS11920,WP_372479322.1,ArsR/SmtB family transcription factor
ACAH01_RS11925,WP_372479323.1,low molecular weight phosphatase family protein
ACAH01_RS11930,WP_372479324.1,HAD-IIB family hydrolase
ACAH01_RS11935,WP_372479325.1,hypothetical protein
ACAH01_RS11940,WP_372479326.1,MATE family efflux transporter
ACAH01_RS11945,WP_170093839.1,TetR/AcrR family transcriptional regulator
ACAH01_RS11950,WP_372479327.1,TetR/AcrR family transcriptional regulator
ACAH01_RS11955,WP_372479328.1,J domain-containing protein
ACAH01_RS11960,WP_372479329.1,hypothetical protein
ACAH01_RS11965,WP_208628734.1,orotidine-5'-phosphate decarboxylase
ACAH01_RS11970,WP_372479330.1,hypothetical protein
ACAH01_RS11975,WP_372479331.1,hypothetical protein
ACAH01_RS11980,WP_372479332.1,DUF2240 family protein
ACAH01_RS11985,WP_015762753.1,30S ribosomal protein S8e
ACAH01_RS11990,WP_372479333.1,metallophosphoesterase family protein
ACAH01_RS11995,WP_372479334.1,polyphosphate kinase 1
